Column1;PORT_NAME;VID;coords
22310;;PID1847;((12.811689313713684, 55.8116469995),)
22311;B;PID1848;((12.933027558288757, 55.6988467825),)
22312;A;PID1849;((12.869272129400674, 55.783916688),)
22314;;PID1850;((11.3566666325, 57.929166695000006),)
22317;B;PID1851;((17.612918196, 62.3583423625),)
5937;Cape Cuvier;PID1852;((113.396885, -24.21779),)
5938;Lucinda;PID1853;((146.35785011506397, -18.52102),)
22323;B;PID1854;((11.65451128493628, 57.5472169455),)
22324;A1;PID1855;((17.4875038855, 58.568330145999994),)
22328;A2;PID1856;((17.512508109000002, 58.568330145999994),)
22330;B4;PID1857;((17.56584159277083, 58.602497213999996),)
22332;B3;PID1858;((17.538341490773348, 58.602497046500005),)
22334;;PID1859;((17.781727710211335, 58.586633289000005),)
5952;Gadani;PID1860;((66.69849430950143, 25.036485),)
5956;Lorain;PID1861;((-82.18046200538157, 41.47195),)
5963;Naga;PID1862;((123.760737916552, 10.210930000000001),)
5964;pilot station schülp;PID1863;((9.626365384615385, 54.26364),)
5966;PORT WELLER;PID1864;((-79.21484729398664, 43.232355),)
5967;Clarkson;PID1865;((-79.60547737377142, 43.48828),)
22352;;PID1866;((-13.325077529122773, 8.509077093999998),)
5982;Contrecoeur;PID1867;((-73.28380744752533, 45.832229999999996),)
6003;Ogdensburg;PID1868;((-75.48588802959502, 44.708215),)
6009;Corcubion;PID1869;((-9.180233714285713, 42.941810000000004),)
6024;Hopewell;PID1870;((-77.26577345709572, 37.3069),)
6031;Breiviken;PID1871;((5.904444017718386, 59.090090000000004),)
6053;Santiago de Tolu;PID1872;((-75.60529501127141, 9.49901),)
6057;Monte Dourado ;PID1873;((-52.42357317346316, -0.9237150000000001),)
6058;Goderich;PID1874;((-81.72777412103491, 43.746),)
6061;CONNEAUT;PID1875;((-80.55205856451613, 41.970974999999996),)
6065;Reydarfjordur;PID1876;((-14.158078895283515, 65.03285500000001),)
6066;CAM PHA;PID1877;((107.36765171651221, 21.01379),)
6068;Alang;PID1878;((72.22202917792482, 21.391804999999998),)
6078;PUERTO DE GARRUCHA;PID1879;((-1.8178512612323487, 37.181685),)
6089;Abu Qir;PID1880;((30.074393773836768, 31.320995),)
6165;SANTAREM;PID1881;((-54.71987775089899, -2.43626),)
6171;Pago Pago;PID1882;((-170.6920044376874, -14.272314999999999),)
6173;Landwehr Ferrysite North;PID1883;((9.984977347285067, 54.345945),)
6183;Villa Constitucion ;PID1884;((-60.30713944858145, -33.237080000000006),)
6197;Kali Limenes;PID1885;((24.804858007212722, 34.927795),)
6217;OLYMPIA;PID1886;((-122.90767575064368, 47.05737),)
6245;Xinhui;PID1887;((113.0417323906866, 22.43848),)
6254;Weitou;PID1888;((118.56326490883886, 24.51712),)
6260;Lufeng Offshore Terminal;PID1889;((115.77179753864866, 22.46151),)
6265;MUQDISHO;PID1890;((45.34286294797688, 2.0287550000000003),)
6282;pilot station ruesterbergen;PID1891;((9.614490706521739, 54.244445),)
6283;Hochdonn;PID1892;((9.297535776936027, 54.017595),)
6284;Termisa Terminal;PID1893;((-37.035854191812035, -4.8304),)
6291;Cap-Haitien;PID1894;((-72.1943910810206, 19.75497),)
6295;Erie;PID1895;((-80.10795473582833, 42.131195000000005),)
6304;Wauna OR;PID1896;((-123.40166233853355, 46.157714999999996),)
6305;Murdoch Platform;PID1897;((2.3390193791263583, 54.279555),)
6349;Taganito;PID1898;((125.83236155669738, 9.54616),)
22734;D;PID1899;((54.07836444989639, 16.916579310499998),)
22735;B;PID1900;((54.05008334821791, 16.9208562185),)
22736;A;PID1901;((54.05170503475, 16.935984505500002),)
22737;C;PID1902;((54.05007870864996, 16.908284495),)
6367;West Sacramento;PID1903;((-121.55685725036531, 38.561485000000005),)
6378;Gelibolu;PID1904;((26.671841148881235, 40.403040000000004),)
6381;Grundartangi;PID1905;((-21.77340972662374, 64.35566),)
22770;SUNK INNER;PID1906;((1.4963261233886016, 51.82920678),)
6388;CANAKKALE;PID1907;((26.40661296678275, 40.128755),)
6403;Vasto;PID1908;((14.711227015235458, 42.17608),)
6409;DUTCH HARBOR;PID1909;((-166.5289121650622, 53.882419999999996),)
6410;BALTIYSK;PID1910;((19.917017327790973, 54.64496),)
22797;Whiskey;PID1911;((-1.162083316, 54.7533333625),)
22798;Echo;PID1912;((-0.8983333634999999, 54.718333301),)
6415;Bata;PID1913;((9.738771602941178, 1.82693),)
22799;Charlie;PID1914;((-1.00083328975, 54.7141666565),)
6431;Hodeidah;PID1915;((42.93498906249585, 14.833495),)
22841;B3;PID1916;((51.79170229965606, 25.894950153),)
22843;C2;PID1917;((51.7749857364133, 25.875008766999997),)
22844;D3;PID1918;((51.79169937643876, 25.8583180925),)
22846;C1;PID1919;((51.75830000723734, 25.875008264),)
6463;Bade;PID1920;((139.39255382275002, -7.20307),)
22848;E1;PID1921;((51.75829923173858, 25.8416453555),)
22849;A2;PID1922;((51.77498646858418, 25.908321635500002),)
22851;B2;PID1923;((51.77499012394534, 25.8949587025),)
22854;D2;PID1924;((51.77498690863791, 25.8583175895),)
22855;C3;PID1925;((51.791696296491764, 25.875009312),)
22856;D1;PID1926;((51.75829932435171, 25.858961110499997),)
22858;B1;PID1927;((51.75829671453256, 25.8949702695),)
22859;A1;PID1928;((51.75829476837271, 25.908318199),)
6477;SERUI;PID1929;((136.2371001891613, -1.887245),)
22862;C4;PID1930;((51.80837318226773, 25.875009018500002),)
22861;D4;PID1931;((51.80837416581046, 25.858333348000002),)
22863;I4;PID1932;((51.8083333685, 25.775000005499997),)
22865;E4;PID1933;((51.808375151999996, 25.8416463195),)
6498;Bahudopi;PID1934;((122.12104126810915, -2.7811950000000003),)
6499;Obi Island;PID1935;((127.40165184065935, -1.5325799999999998),)
6511;Gebe Island;PID1936;((129.3971987705861, -0.05665),)
6518;Amurang;PID1937;((124.55521258635758, 1.225565),)
6620;Milos;PID1938;((24.53876496935989, 36.750335),)
6630;Male;PID1939;((73.49984160844429, 4.18732),)
6634;KALAMA;PID1940;((-122.7035916567065, 45.644589999999994),)
6643;Chittagong Shipbreakers;PID1941;((91.72370406908955, 22.44777),)
6644;Ferrypoint Fischerhütte North;PID1942;((9.373142465659342, 54.154075),)
6645;Mubarek Offshore Terminal;PID1943;((55.225263236871825, 25.820265),)
6659;Da Yang Shen Island;PID1944;((122.07536302412923, 30.585949999999997),)
6663;Xiu Shan Island;PID1945;((122.1436660207669, 30.16273),)
6675;Son Duong;PID1946;((106.44079352845584, 18.056514999999997),)
6724;Sao Francisco do Sul;PID1947;((-48.634364286686306, -26.23453),)
6740;Deception Bay;PID1948;((-74.68231072105263, 62.142125),)
6743;Sharjah;PID1949;((55.37411110452962, 25.356085),)
6746;QUINCY;PID1950;((-70.97050227130806, 42.2414),)
6748;oakland port;PID1951;((-122.30874966659987, 37.799035),)
6751;POINT RICHMOND;PID1952;((-122.31407391922596, 37.77579),)
6752;oleum port;PID1953;((-122.2520935060449, 38.04547),)
6753;crockett;PID1954;((-122.2212624838426, 38.057315),)
6755;MARTINEZ;PID1955;((-122.11974798872181, 38.024150000000006),)
6756;avon;PID1956;((-122.0517320178623, 38.02614),)
6757;pittsburg;PID1957;((-121.86066852091811, 38.028805000000006),)
6758;san joaquin harbor;PID1958;((-121.77112592430328, 38.014435000000006),)
6761;Linkou;PID1959;((121.29978692062045, 25.125974999999997),)
6762;MARACAIBO;PID1960;((-71.58841998925308, 10.64577),)
6763;;PID1961;((117.58155904858299, -0.0081775),)
6764;No. 3;PID1962;((-51.107808224063916, -0.06619629542740879),)
6768;LAWI LAWI OIL TERMINAL;PID1963;((116.76536887555902, -1.45502),)
6769;;PID1964;((-77.14356400913945, -11.9604325),)
6770;No. 5;PID1965;((-38.61167237814911, -13.035171115499999),)
6772;;PID1966;((-71.36829318972988, -17.505454999999998),)
6773;;PID1967;((177.38416503054248, -17.691965833333335),)
6774;;PID1968;((-39.70751817139832, -18.978124166666664),)
6775;;PID1969;((105.07291926402729, -2.0534525),)
6776;No.3;PID1970;((-44.15727410531379, -2.1697107950902463),)
6777;;PID1971;((-39.99824164558417, -21.220815833333333),)
6778;;PID1972;((-40.05937284486991, -21.335395),)
6779;;PID1973;((-39.78529375533907, -21.93956083333333),)
6780;;PID1974;((-39.825368112551075, -21.967288333333332),)
6781;;PID1975;((-39.82970692908753, -22.09095),)
6782;;PID1976;((-39.96680568975631, -22.132149166666665),)
6783;;PID1977;((-40.14674900697157, -22.15957515324165),)
6784;;PID1978;((-40.195645905627195, -22.345175),)
6785;;PID1979;((-40.240963085678246, -22.351884166666665),)
6786;;PID1980;((-40.02567063866495, -22.372919999999997),)
6787;;PID1981;((-40.07392158355206, -22.43938),)
6788;;PID1982;((-40.099384843214224, -22.48513333333333),)
6789;;PID1983;((-39.94031987286287, -22.5002725),)
6790;;PID1984;((-40.123394910968656, -22.557765),)
6791;;PID1985;((-40.262798629268985, -22.555791666666664),)
6792;;PID1986;((-40.24325133343859, -22.667183333333334),)
6793;;PID1987;((-40.68581485759689, -22.917644166666662),)
6795;No 15;PID1988;((-43.11938754452936, -23.059630688300025),)
6796;No. 2;PID1989;((-44.272110653764656, -23.094035923044288),)
6797;;PID1990;((-41.257770839722795, -23.315549166666663),)
6798;;PID1991;((-45.51590181152079, -23.906186139148627),)
6799;;PID1992;((-42.94650507730782, -25.143),)
6800;;PID1993;((-42.87908383315757, -25.203560000000003),)
6801;;PID1994;((-42.762308821250656, -25.39254916666667),)
6802;;PID1995;((-42.7528691396234, -25.44767166666667),)
6803;;PID1996;((-42.78078836630082, -25.491344999999995),)
6804;;PID1997;((-42.84090748263888, -25.544740833333336),)
6805;;PID1998;((-43.20694343079804, -25.673155833333333),)
6806;No. 12;PID1999;((-48.24432583515093, -25.755625152500002),)
6807;;PID2000;((-43.263077432626616, -25.7984275),)
6808;;PID2001;((-48.416018516239944, -26.226005),)
6809;;PID2002;((-46.52922165690077, -26.4657225),)
6811;;PID2003;((-39.04926855670103, -3.03845),)
6812;;PID2004;((-80.14340646858722, -3.109261190120906),)
6813;;PID2005;((-58.434497446538664, -3.1625214625322453),)
6814;;PID2006;((116.36398530130045, -3.1801233333333334),)
6815;;PID2007;((116.37585777916772, -3.200023582124407),)
6816;No 7;PID2008;((-38.41889036213571, -3.6514807300000003),)
6817;;PID2009;((30.976848675001275, -30.01039060590822),)
6818;;PID2010;((31.01916370902667, -30.008869121409482),)
6819;;PID2011;((-60.5777235372845, -33.04018666666667),)
6820;No 1;PID2012;((25.666806203111182, -33.89045492565093),)
6822;;PID2013;((-53.998871923139305, -34.91767762888448),)
6823;;PID2014;((-55.20984550840649, -35.08524166666666),)
6824;;PID2015;((-55.25511604505033, -35.07487333333333),)
6825;;PID2016;((174.76724676175428, -36.84081499999999),)
6826;CORONEL;PID2017;((-73.1638731346805, -37.05216009635478),)
6827;PNR-Sud;PID2018;((11.792988722648678, -4.775101253500001),)
6828;;PID2019;((-36.391363451388216, -4.859492646115514),)
6829;;PID2020;((-36.43186329222621, -4.9292175),)
6830;;PID2021;((147.3347853674776, -42.847952500000005),)
6831;;PID2022;((171.26644197756013, -44.3867455112611),)
6832;;PID2023;((170.51979196556843, -45.875659999999996),)
6833;;PID2024;((-67.48581084954719, -46.386184166666666),)
6834;;PID2025;((-67.43548738133475, -46.45628583333333),)
6835;;PID2026;((11.925443067273504, -5.4676057535),)
6836;;PID2027;((12.002716369423897, -5.5165083333333325),)
6837;;PID2028;((105.34760791335725, -5.528439166666666),)
6838;;PID2029;((12.024936294398582, -5.535415833333333),)
6839;;PID2030;((105.3241356331167, -5.555145833333333),)
6841;;PID2031;((12.543970421139491, -6.0429875),)
6843;;PID2032;((111.95831441915004, -6.6481789615),)
6844;;PID2033;((112.1562401375943, -6.7169375),)
6845;;PID2034;((112.21899425040812, -6.7136958333333325),)
6848;;PID2035;((-79.87954281736754, -6.976195833333334),)
6849;;PID2036;((109.09454821253536, -7.8238891666666674),)
6850;;PID2037;((144.633790701, -8.058386309500001),)
6851;;PID2038;((144.57242038864618, -8.130344166666667),)
6852;;PID2039;((-79.0330405153475, -8.230313333333333),)
6853;;PID2040;((-78.57682406039044, -9.112766666666666),)
6854;;PID2041;((103.97983617834063, 1.18655),)
6855;;PID2042;((104.35243824268564, 1.3725595119407221),)
6856;;PID2043;((104.62566628964103, 1.3658116666666666),)
6858;;PID2044;((104.70553626943409, 1.4371658333333335),)
6859;;PID2045;((103.15488846149456, 1.4831491666666667),)
6860;;PID2046;((104.73441154502028, 1.497300833333333),)
6861;;PID2047;((104.60349288548039, 1.44117249419086),)
6862;;PID2048;((104.39091686959321, 1.5652833333333334),)
23244;;PID2049;((34.4756434019655, 31.686740219593048),)
6864;;PID2050;((104.42512973338032, 1.6152466666666667),)
6865;;PID2051;((104.46545358457107, 1.6849391666666667),)
6866;;PID2052;((101.37400616934461, 1.7560808333333333),)
6867;;PID2053;((102.70790532615565, 1.7853041666666667),)
6868;;PID2054;((102.42442633128908, 1.8047319109027944),)
6869;;PID2055;((102.37028212945444, 1.8290091666666664),)
6871;;PID2056;((76.03959681763575, 9.985916666666668),)
6873;;PID2057;((-64.03013871699245, 10.854807500000001),)
6874;;PID2058;((-74.92489107777999, 11.099343333333334),)
6875;;PID2059;((43.109601412532314, 11.678745833333334),)
6876;;PID2060;((-86.81353490069763, 12.158275),)
6877;;PID2061;((-70.10386547254305, 12.39195022349255),)
6879;;PID2062;((-70.15497008742358, 12.452562499999999),)
6880;;PID2063;((101.19887588887994, 12.484858333333332),)
6881;;PID2064;((-70.0908386425, 12.588782090999999),)
6882;;PID2065;((101.16067638500738, 12.606116666666667),)
6883;;PID2066;((101.25674193266832, 12.621469999999999),)
6885;;PID2067;((80.35971190166046, 13.080277500000001),)
6886;;PID2068;((-16.559203892256697, 13.379159999999999),)
6887;;PID2069;((121.00481783983452, 13.614707499999998),)
6888;;PID2070;((120.762888067, 13.915311600765545),)
6889;;PID2071;((49.111705740239444, 14.503620833333335),)
6890;;PID2072;((42.88962576674221, 14.9452329235),)
6892;;PID2073;((42.62778836114359, 15.2725),)
6893;;PID2074;((-88.62024817849863, 15.843526571222586),)
6895;SPM Tanker;PID2075;((83.32362639231744, 17.61615822562198),)
6896;;PID2076;((42.030506763888894, 17.6215925),)
6897;;PID2077;((-16.113889378512603, 18.005648335),)
6898;;PID2078;((-94.39481262735356, 18.256586666666664),)
6899;;PID2079;((71.03607296017924, 18.586167499999995),)
6900;;PID2080;((-93.17681733503483, 18.748629166666667),)
6903;AL KHAIR OIL TERMINAL;PID2081;((37.251393767090775, 19.585299166666665),)
6904;;PID2082;((37.23307465110555, 19.611759998333333),)
6905;;PID2083;((-91.86064582581987, 19.716031339543736),)
6907;;PID2084;((86.64206158110056, 20.027248688),)
6909;;PID2085;((86.81656974141612, 20.1048595175),)
6910;;PID2086;((86.80030179148781, 20.169727180663834),)
6911;;PID2087;((39.433346216141516, 20.63695583333333),)
6912;;PID2088;((109.05844641351851, 21.0487336343111),)
6913;;PID2089;((108.53521614713762, 21.1401383598081),)
6914;;PID2090;((39.14857738764045, 21.180353333333336),)
6915;;PID2091;((108.55950216118673, 21.301646320717005),)
6916;;PID2092;((111.40727505246231, 21.344857499999996),)
6918;;PID2093;((113.21921365959182, 21.85492),)
6919;No23DY;PID2094;((113.82660807601968, 22.25910590257333),)
6920;No8;PID2095;((114.708333341, 22.468194449),)
6924;;PID2096;((113.55155774109308, 22.943481666666663),)
6925;;PID2097;((-106.4083963382293, 23.147995320707714),)
6926;JABAL AZ ZANNAH/RUWAYS;PID2098;((52.701514756039174, 24.19807881708372),)
6928;;PID2099;((-110.30956802719865, 24.217195833333335),)
6930;Outer;PID2100;((52.52007944627995, 24.431911761007804),)
6932;;PID2101;((56.66543514833127, 24.593943333333335),)
6933;;PID2102;((67.3039209812252, 24.773734166666664),)
6935;;PID2103;((66.48925946321322, 24.877991666666667),)
6938;Mina Khalid / Sharjah;PID2104;((55.284019817969735, 25.4389822575148),)
6939;Hamriyah A;PID2105;((55.34113043268324, 25.5552996785),)
6941;;PID2106;((52.07039913190158, 26.012567500000003),)
6942;;PID2107;((52.20480259940975, 26.025100000000002),)
6943;;PID2108;((51.90422575686215, 26.67192),)
6945;JU AYMAH OIL TERMINAL;PID2109;((50.060467445097984, 26.937349166666664),)
6946;;PID2110;((56.354579550950916, 26.955025),)
6947;;PID2111;((50.18386348931316, 26.98824083333333),)
6948;;PID2112;((52.46892615357657, 27.562554166666665),)
6949;;PID2113;((52.410165561931144, 27.575),)
6951;;PID2114;((-96.9132477435, 27.8282149965),)
6953;;PID2115;((-93.66553935624403, 28.504984166666663),)
6954;;PID2116;((-89.93552293626902, 28.79455),)
6955;;PID2117;((-94.47002612373737, 28.833054999999998),)
6956;;PID2118;((-90.13434629054339, 28.848079166666665),)
6958;MINA ASH SHUAYBAH;PID2119;((48.20871272605148, 29.039585000000002),)
6959;;PID2120;((-93.2448401105097, 28.984558333333332),)
6961;;PID2121;((49.48073681898159, 29.123073333333338),)
6963;;PID2122;((-93.25354532643632, 29.257249167542668),)
6964;;PID2123;((-93.13611605474067, 29.302950002115722),)
6967;Sabine Bank Offshore (North) Anchorage Area;PID2124;((-93.62510515301544, 29.414465833333335),)
6971;;PID2125;((49.297417897400365, 29.8071925),)
6972;RAS SUDR;PID2126;((32.67136691098818, 29.592455),)
6973;;PID2127;((122.28417942954022, 29.805765),)
6974;;PID2128;((122.14414739207234, 29.941926424242897),)
6976;;PID2129;((98.78934711852415, 3.8756966666666663),)
6977;;PID2130;((103.42381903391106, 3.976236335962781),)
6978;;PID2131;((7.563227838386842, 3.9835916666666664),)
6979;;PID2132;((121.9536972400934, 30.06548833333333),)
6980;Ship Island;PID2133;((-88.56061617312241, 30.115472500000003),)
6981;;PID2134;((121.96045086715131, 30.123505833333333),)
6982;;PID2135;((47.914981087356324, 30.120179999999998),)
6983;;PID2136;((-88.16131708443854, 30.152656666666665),)
23365;;PID2137;((98.76580162905157, 3.9136312901973724),)
6984;;PID2138;((122.01679795223717, 30.162005833333332),)
23368;Waiting Area;PID2139;((103.34813398609143, 1.1591663715),)
6986;;PID2140;((121.46370987230348, 31.11966666666667),)
6985;;PID2141;((122.09141652166156, 30.166173333333337),)
23372;;PID2142;((105.9800664614886, -5.974659724161029),)
6989;North Anchorage (Zone One);PID2143;((32.31851706984071, 31.46004463861817),)
23373;;PID2144;((105.96092756709517, -5.9566258915),)
6991;Zhangjiagang Dangerous Cargo Anchorage;PID2145;((120.54946603321962, 32.02207865166666),)
6993;;PID2146;((118.83617721348979, 32.229798333333335),)
6992;;PID2147;((24.05219036338835, 32.08170083333333),)
23377;;PID2148;((105.92952837403932, -5.983311273),)
6988;;PID2149;((121.5631986070346, 31.2872075),)
6994;;PID2150;((-117.0995022274709, 32.341631869609714),)
6996;;PID2151;((12.235220377784998, 32.905339999999995),)
6999;Seibu Oil Sea-Berth;PID2152;((131.21404713866644, 33.84284666666667),)
7000;;PID2153;((131.03904061408826, 33.96292083333333),)
23381;1005 D;PID2154;((104.18226119777935, 1.0970169484999999),)
6998;;PID2155;((-8.705742063143457, 33.1596675),)
23384;1006 D;PID2156;((104.18225966697193, 1.112746386),)
23385;1006 C;PID2157;((104.18226042112897, 1.104874773),)
23387;Port of Riga anchorage;PID2158;((23.879641030699464, 57.1145571855),)
7001;;PID2159;((131.01700312799042, 33.97231583333334),)
7004;;PID2160;((119.61085634407777, 34.59344),)
7007;GWANGYANG HANG;PID2161;((127.90496842718872, 34.66496117166629),)
7008;;PID2162;((136.7744705590854, 34.934871666666666),)
23391;V-2;PID2163;((21.371700084218062, 57.511681867),)
7003;;PID2164;((133.83036983050744, 34.368342954723886),)
23395;;PID2165;((-109.19199608227609, 25.491782077),)
7012;;PID2166;((120.05429854792814, 35.07520074621212),)
7013;;PID2167;((120.94771701350204, 35.71331416666666),)
7014;;PID2168;((14.905105546220817, 35.81474583333333),)
7017;;PID2169;((14.844567269801253, 35.96070675211752),)
7018;;PID2170;((14.318381913067142, 35.955385),)
7019;;PID2171;((120.61321662839978, 35.970416666666665),)
7020;Eastern Anchorage;PID2172;((-5.2978074588757735, 36.137366666666665),)
7021;No 1;PID2173;((35.97915434942199, 36.8302438965841),)
23405;;PID2174;((-95.992230791, 19.138913154),)
7023;;PID2175;((121.13417167302178, 37.72373333333333),)
23401;;PID2176;((-97.7491657475, 22.2340855045),)
23402;;PID2177;((-97.7491657475, 22.2116639555),)
7026;;PID2178;((24.63976747009027, 37.96943267086536),)
7027;;PID2179;((119.194797267074, 38.17454583333333),)
7028;;PID2180;((119.20560881309513, 38.31507666666666),)
7031;;PID2181;((-9.065961762192469, 38.682905833333336),)
